inst,bar,price,vol,thr,dir,pos,pnl,equity,vol_q,thr_q,is_new_swing
18,2,37.2,0.000822027956621933,,0,0,0.0,0.0,0,,False
19,2,32.54,0.00046597820942621186,,0,0,0.0,0.0,0,,False
20,2,47.86,0.0006042738388663313,,0,0,-0.0,0.0,0,,False
21,2,32.98,0.0015796433372283968,,0,0,-0.0,0.0,0,,False
22,2,73.55,0.002521258809972597,,0,0,-0.0,0.0,0,,False
23,2,65.42,0.0016035951278210406,,0,0,-0.0,0.0,0,,False
24,2,76.79,0.000494631858270046,,0,0,-0.0,0.0,0,,False
25,2,52.92,0.0015194907981322104,,0,0,-0.0,0.0,0,,False
26,2,36.97,0.0016199791288131005,,0,0,0.0,0.0,0,,False
27,2,26.35,0.0028508115925894085,,0,0,0.0,0.0,0,,False
28,2,58.27,0.001896075712175276,,0,0,-0.0,0.0,0,,False
29,2,27.46,0.0020839358039743943,,0,0,0.0,0.0,0,,False
30,2,30.14,0.001926179346579046,,0,0,-0.0,0.0,0,,False
31,2,64.38,0.00036531691553950323,,0,0,-0.0,0.0,0,,False
32,2,40.79,0.0023415492221392276,,0,0,0.0,0.0,0,,False
33,2,19.88,0.002495877227323396,,0,0,0.0,0.0,0,,False
34,2,47.41,0.0011851511655134365,,0,0,-0.0,0.0,0,,False
35,2,44.81,0.0011521832019141213,,0,0,-0.0,0.0,0,,False
36,2,64.21,0.001499552313843732,,0,0,0.0,0.0,0,,False
37,2,61.11,0.0038236416217329564,,0,0,0.0,0.0,0,,False
38,2,69.73,0.0004806727919316185,,0,0,-0.0,0.0,0,,False
39,2,59.93,0.001153992519545654,,0,0,0.0,0.0,0,,False
40,2,75.14,0.001005383352161421,,0,0,0.0,0.0,0,,False
41,2,41.14,0.0023403771431530092,,0,0,-0.0,0.0,0,,False
42,2,30.09,0.0007425924593427329,,0,0,-0.0,0.0,0,,False
43,2,38.17,0.0034275841021861164,,0,0,-0.0,0.0,0,,False
44,2,75.56,0.0007130251544652471,,0,0,-0.0,0.0,0,,False
45,2,28.48,0.0007363991987427696,,0,0,0.0,0.0,0,,False
46,2,72.54,0.0008460671573126014,,0,0,0.0,0.0,0,,False
47,2,23.76,0.0016371481889833756,,0,0,-0.0,0.0,0,,False
48,2,75.66,0.0007196428471871232,,0,0,-0.0,0.0,0,,False
49,2,27.55,0.000208876650306819,,0,0,0.0,0.0,0,,False
0,3,37.64,0.0013090669290191446,,0,0,-0.0,0.0,0,,False
1,3,69.39,0.0020927821902761885,,0,0,-0.0,0.0,0,,False
2,3,63.26,0.001512339358140718,,0,0,0.0,0.0,0,,False
3,3,31.56,0.0007899911957159377,,0,0,-0.0,0.0,0,,False
4,3,61.85,0.002360261939062336,,0,0,-0.0,0.0,0,,False
5,3,28.67,0.001899843258780006,,0,0,0.0,0.0,0,,False
6,3,37.09,0.003028446550920174,,0,0,0.0,0.0,0,,False
7,3,43.23,0.0015434282713695563,,0,0,0.0,0.0,0,,False
8,3,41.24,0.0020825036904311743,,0,0,-0.0,0.0,0,,False
9,3,70.36,0.0037211523558109876,,0,0,0.0,0.0,0,,False
10,3,27.23,0.005383082657452187,,0,0,0.0,0.0,0,,False
11,3,47.25,0.0015148998552211137,,0,0,0.0,0.0,0,,False
12,3,27.51,0.004643938662859933,,0,0,-0.0,0.0,0,,False
13,3,53.08,0.0019894401506105213,,0,0,0.0,0.0,0,,False
14,3,51.62,0.003358817323476571,,0,0,0.0,0.0,0,,False
15,3,50.52,0.0006836404870664496,,0,0,-0.0,0.0,0,,False
16,3,57.08,0.002346875999058743,,0,0,-0.0,0.0,0,,False
17,3,27.67,0.003117779347718626,,0,0,-0.0,0.0,0,,False
18,3,36.68,0.0021446010189168497,,0,0,-0.0,0.0,0,,False
19,3,32.86,0.0014584488676872356,,0,0,0.0,0.0,0,,False
20,3,47.94,0.0006535614345235587,,0,0,0.0,0.0,0,,False
21,3,32.92,0.0015934897185186142,,0,0,-0.0,0.0,0,,False
22,3,72.59,0.003075324071440171,,0,0,-0.0,0.0,0,,False
23,3,65.88,0.0019038615706201203,,0,0,0.0,0.0,0,,False
24,3,77.43,0.0012583605322404802,,0,0,0.0,0.0,0,,False
25,3,53.91,0.003008487018665242,,0,0,0.0,0.0,0,,False
26,3,37.08,0.0016687664771200753,,0,0,0.0,0.0,0,,False
27,3,26.53,0.002982191563732504,,0,0,0.0,0.0,0,,False
28,3,58.21,0.0019001221198836355,,0,0,-0.0,0.0,0,,False
29,3,26.47,0.005516037387980895,,0,0,-0.0,0.0,0,,False
30,3,29.99,0.002033962206879165,,0,0,-0.0,0.0,0,,False
31,3,64.1,0.0007119774895869814,,0,0,-0.0,0.0,0,,False
32,3,41.34,0.002975805956535968,,0,0,0.0,0.0,0,,False
33,3,19.8,0.0025524662241590197,,0,0,-0.0,0.0,0,,False
34,3,47.61,0.0013318569911973924,,0,0,0.0,0.0,0,,False
35,3,45.16,0.0016032161884956503,,0,0,0.0,0.0,0,,False
36,3,64.99,0.002234376818984101,,0,0,0.0,0.0,0,,False
37,3,59.29,0.005726319424929263,,0,0,-0.0,0.0,0,,False
38,3,69.46,0.0007297178815763371,,0,0,-0.0,0.0,0,,False
39,3,59.83,0.0011806396082933094,,0,0,-0.0,0.0,0,,False
40,3,75.24,0.0010172522689944768,,0,0,0.0,0.0,0,,False
41,3,41.38,0.002482312549797519,,0,0,0.0,0.0,0,,False
42,3,30.08,0.0007442886957080455,,0,0,-0.0,0.0,0,,False
43,3,38.24,0.0034445843400166087,,0,0,0.0,0.0,0,,False
44,3,75.35,0.000803039420009435,,0,0,-0.0,0.0,0,,False
45,3,28.59,0.0009218362888690661,,0,0,0.0,0.0,0,,False
46,3,73.75,0.0024647290953416987,,0,0,0.0,0.0,0,,False
47,3,23.97,0.00207070397067014,,0,0,0.0,0.0,0,,False
48,3,75.71,0.0007273360543708774,,0,0,0.0,0.0,0,,False
49,3,27.74,0.0009827637378604882,,0,0,0.0,0.0,0,,False
0,4,37.7,0.0013356281598602578,,0,0,0.0,0.0,0,,False
1,4,69.71,0.0021859965886602954,,0,0,0.0,0.0,0,,False
2,4,64.04,0.0022540272005040756,,0,0,0.0,0.0,0,,False
3,4,31.42,0.0009914376079001993,,0,0,-0.0,0.0,0,,False
4,4,62.02,0.002399885557229327,,0,0,0.0,0.0,0,,False
5,4,28.42,0.0022783718682217115,,0,0,-0.0,0.0,0,,False
6,4,37.09,0.003028446550920174,,0,0,0.0,0.0,0,,False
7,4,42.9,0.001877407806614015,,0,0,-0.0,0.0,0,,False
8,4,41.4,0.0021704816034040513,,0,0,0.0,0.0,0,,False
9,4,69.12,0.004533424210273162,,0,0,-0.0,0.0,0,,False
10,4,27.15,0.005400856598670913,,0,0,-0.0,0.0,0,,False
11,4,47.61,0.001876014381413618,,0,0,0.0,0.0,0,,False
12,4,28.06,0.005410116295718938,,0,0,0.0,0.0,0,,False
13,4,52.8,0.0021342161092335566,,0,0,-0.0,0.0,0,,False
14,4,51.93,0.0034344331279781027,,0,0,0.0,0.0,0,,False
15,4,50.69,0.0008362855163949078,,0,0,0.0,0.0,0,,False
16,4,57.77,0.002904840810235991,,0,0,0.0,0.0,0,,False
17,4,27.68,0.0031175714489352566,,0,0,0.0,0.0,0,,False
18,4,36.33,0.0025181721239709185,,0,0,-0.0,0.0,0,,False
19,4,32.86,0.0014584488676872356,,0,0,0.0,0.0,0,,False
20,4,48.12,0.0008453889036019808,,0,0,0.0,0.0,0,,False
21,4,32.81,0.0016476443565715778,,0,0,-0.0,0.0,0,,False
22,4,72.82,0.003121747899358392,,0,0,0.0,0.0,0,,False
23,4,66.77,0.0026995146300129815,,0,0,0.0,0.0,0,,False
24,4,77.4,0.0012609718380369082,,0,0,-0.0,0.0,0,,False
25,4,54.13,0.0030480728621897473,,0,0,0.0,0.0,0,,False
26,4,36.96,0.0017355042490277291,,0,0,-0.0,0.0,0,,False
27,4,26.36,0.0031420311004437323,,0,0,-0.0,0.0,0,,False
28,4,58.68,0.0022220256952006695,,0,0,0.0,0.0,0,,False
29,4,26.69,0.005646245513005291,,0,0,0.0,0.0,0,,False
30,4,30.13,0.002153533403875982,,0,0,0.0,0.0,0,,False
31,4,63.86,0.0008780590220383216,,0,0,-0.0,0.0,0,,False
32,4,41.4,0.0029766597300182342,,0,0,0.0,0.0,0,,False
33,4,19.91,0.0026798682398612686,,0,0,0.0,0.0,0,,False
34,4,47.74,0.0013870845539231825,,0,0,0.0,0.0,0,,False
35,4,45.3,0.0016607107651162294,,0,0,0.0,0.0,0,,False
36,4,65.64,0.0025949155052012018,,0,0,0.0,0.0,0,,False
37,4,58.78,0.0058534503947394794,,0,0,-0.0,0.0,0,,False
38,4,69.62,0.0007994454779459454,,0,0,0.0,0.0,0,,False
39,4,60.08,0.0013124676921449487,,0,0,0.0,0.0,0,,False
40,4,75.33,0.0010256452956698748,,0,0,0.0,0.0,0,,False
41,4,41.69,0.0026924646993745564,,0,0,0.0,0.0,0,,False
42,4,30.34,0.001418212771387963,,0,0,0.0,0.0,0,,False
43,4,37.85,0.003692652764806266,,0,0,-0.0,0.0,0,,False
44,4,75.21,0.000835717718852917,,0,0,-0.0,0.0,0,,False
45,4,28.55,0.0009418058277257998,,0,0,-0.0,0.0,0,,False
46,4,74.32,0.002664359841929308,,0,0,0.0,0.0,0,,False
47,4,24.01,0.0020844745184835046,,0,0,0.0,0.0,0,,False
48,4,75.77,0.0007375588688632873,,0,0,0.0,0.0,0,,False
49,4,27.54,0.0014265062517534659,,0,0,-0.0,0.0,0,,False
0,5,37.67,0.0013368333591028988,,0,0,-0.0,0.0,0,,False
1,5,69.9,0.002214384206592874,,0,0,0.0,0.0,0,,False
2,5,64.37,0.0023393139487460405,,0,0,0.0,0.0,0,,False
3,5,31.01,0.002048206199173801,,0,0,-0.0,0.0,0,,False
4,5,62.22,0.0024502546737227705,,0,0,0.0,0.0,0,,False
5,5,28.66,0.0025611073437681554,,0,0,0.0,0.0,0,,False
6,5,36.29,0.00428585199019155,,0,0,-0.0,0.0,0,,False
7,5,42.64,0.0020513080686713776,,0,0,-0.0,0.0,0,,False
8,5,41.18,0.0022743263210003367,,0,0,-0.0,0.0,0,,False
9,5,68.31,0.004846530560786393,,0,0,-0.0,0.0,0,,False
10,5,26.95,0.005501994181798955,,0,0,-0.0,0.0,0,,False
11,5,47.54,0.0018852120925469111,,0,0,-0.0,0.0,0,,False
12,5,27.87,0.005506424183349787,,0,0,-0.0,0.0,0,,False
13,5,52.66,0.0021696613451184,,0,0,-0.0,0.0,0,,False
14,5,50.69,0.004884017498828291,,0,0,-0.0,0.0,0,,False
15,5,50.82,0.0009105275046902777,,0,0,0.0,0.0,0,,False
16,5,58.12,0.003021938113937726,,0,0,0.0,0.0,0,,False
17,5,27.92,0.003331323187703636,,0,0,0.0,0.0,0,,False
18,5,36.75,0.003016736263116752,,0,0,0.0,0.0,0,,False
19,5,32.82,0.0014710214462165959,,0,0,-0.0,0.0,0,,False
20,5,47.97,0.0009514093567125547,,0,0,-0.0,0.0,0,,False
21,5,32.46,0.002185936347343037,,0,0,-0.0,0.0,0,,False
22,5,73.39,0.0033393082038861363,,0,0,0.0,0.0,0,,False
23,5,67.02,0.0027468915177475016,,0,0,0.0,0.0,0,,False
24,5,77.13,0.0013638977826086896,,0,0,-0.0,0.0,0,,False
25,5,54.4,0.0031074419495986734,,0,0,0.0,0.0,0,,False
26,5,36.8,0.0018432021660519152,,0,0,-0.0,0.0,0,,False
27,5,26.52,0.003234294995956525,,0,0,0.0,0.0,0,,False
28,5,59.44,0.0028671179762712255,,0,0,0.0,0.0,0,,False
29,5,27.08,0.006011887389858041,,0,0,0.0,0.0,0,,False
30,5,30.17,0.0021652289138887697,,0,0,0.0,0.0,0,,False
31,5,63.38,0.0013543826955838081,,0,0,-0.0,0.0,0,,False
32,5,41.86,0.003315144493119927,,0,0,0.0,0.0,0,,False
33,5,19.82,0.002748108562623082,,0,0,-0.0,0.0,0,,False
34,5,47.59,0.0014559287803015879,,0,0,-0.0,0.0,0,,False
35,5,45.45,0.0017215963544414603,,0,0,0.0,0.0,0,,False
36,5,65.74,0.0025948909458058337,,0,0,0.0,0.0,0,,False
37,5,59.21,0.005945037607640566,,0,0,0.0,0.0,0,,False
38,5,69.9,0.0009763812156185,,0,0,0.0,0.0,0,,False
39,5,60.23,0.001352147096114052,,0,0,0.0,0.0,0,,False
40,5,75.38,0.0010265966971678702,,0,0,0.0,0.0,0,,False
41,5,41.34,0.0029487530437800466,,0,0,-0.0,0.0,0,,False
42,5,30.68,0.002094318571800197,,0,0,0.0,0.0,0,,False
43,5,37.54,0.0038299185115888692,,0,0,-0.0,0.0,0,,False
44,5,75.18,0.0008354163324948711,,0,0,-0.0,0.0,0,,False
45,5,28.38,0.001253144069887763,,0,0,-0.0,0.0,0,,False
46,5,75.17,0.0030617880336940664,,0,0,0.0,0.0,0,,False
47,5,24.32,0.002759629696752255,,0,0,0.0,0.0,0,,False
48,5,75.58,0.0008126460449318626,,0,0,-0.0,0.0,0,,False
49,5,27.54,0.0014265062517534659,,0,0,0.0,0.0,0,,False
0,6,37.6,0.0013535727463124749,,0,0,-0.0,0.0,0,,False
1,6,69.62,0.0022928440398440318,,0,0,-0.0,0.0,0,,False
2,6,65.54,0.0033791724749841503,,0,0,0.0,0.0,0,,False
3,6,31.72,0.0038637525715559087,,0,0,0.0,0.0,0,,False
4,6,62.07,0.0024685265656213097,,0,0,-0.0,0.0,0,,False
5,6,28.47,0.002736530215553006,,0,0,-0.0,0.0,0,,False
6,6,36.55,0.004412723618059461,,0,0,0.0,0.0,0,,False
7,6,42.45,0.0021327030248521005,,0,0,-0.0,0.0,0,,False
8,6,42.32,0.004559588479674096,,0,0,0.0,0.0,0,,False
9,6,67.0,0.0055604591023814135,,0,0,-0.0,0.0,0,,False
10,6,26.62,0.005762250922029076,,0,0,-0.0,0.0,0,,False
11,6,47.59,0.001892750495393266,,0,0,0.0,0.0,0,,False
12,6,28.08,0.005595033875978596,,0,0,0.0,0.0,0,,False
13,6,52.78,0.0021912013388559154,,0,0,0.0,0.0,0,,False
14,6,50.22,0.0050699477156101016,,0,0,-0.0,0.0,0,,False
15,6,50.81,0.0009111331485425547,,0,0,-0.0,0.0,0,,False
16,6,57.75,0.0031597496437965633,,0,0,-0.0,0.0,0,,False
17,6,27.92,0.003331323187703636,,0,0,0.0,0.0,0,,False
18,6,35.89,0.0044460333735750895,,0,0,-0.0,0.0,0,,False
19,6,32.79,0.0014782552542249327,,0,0,-0.0,0.0,0,,False
20,6,47.86,0.0010012776405468333,,0,0,-0.0,0.0,0,,False
21,6,32.58,0.002266172932158957,,0,0,0.0,0.0,0,,False
22,6,72.14,0.004061772278961453,,0,0,-0.0,0.0,0,,False
23,6,66.28,0.0031650226064573123,,0,0,-0.0,0.0,0,,False
24,6,77.83,0.0018486629836377275,,0,0,0.0,0.0,0,,False
25,6,54.01,0.0032966357632960687,,0,0,-0.0,0.0,0,,False
26,6,36.98,0.0019654004575433157,,0,0,0.0,0.0,0,,False
27,6,26.46,0.003259118156462799,,0,0,-0.0,0.0,0,,False
28,6,59.71,0.0029284852019148067,,0,0,0.0,0.0,0,,False
29,6,27.28,0.006096299262019764,,0,0,0.0,0.0,1,,False
30,6,29.65,0.003212752387222413,,0,0,-0.0,0.0,0,,False
31,6,63.83,0.0017048839071111541,,0,0,0.0,0.0,0,,False
32,6,41.54,0.003521804656227264,,0,0,-0.0,0.0,0,,False
33,6,19.66,0.002957441492008122,,0,0,-0.0,0.0,0,,False
34,6,48.02,0.0019329215757338623,,0,0,0.0,0.0,0,,False
35,6,45.77,0.0019742780681663093,,0,0,0.0,0.0,0,,False
36,6,65.96,0.0026169978501986396,,0,0,0.0,0.0,0,,False
37,6,59.27,0.005946600556204106,,0,0,0.0,0.0,0,,False
38,6,69.63,0.0011228966498930829,,0,0,-0.0,0.0,0,,False
39,6,60.55,0.0015283843936675836,,0,0,0.0,0.0,0,,False
40,6,74.95,0.0013236899892801312,,0,0,-0.0,0.0,0,,False
41,6,41.33,0.002948986417117133,,0,0,-0.0,0.0,0,,False
42,6,30.65,0.00210267221950984,,0,0,-0.0,0.0,0,,False
43,6,37.18,0.004009680862673012,,0,0,-0.0,0.0,0,,False
44,6,75.42,0.0009631573790105641,,0,0,0.0,0.0,0,,False
45,6,28.28,0.0013379442530604031,,0,0,-0.0,0.0,0,,False
46,6,75.69,0.0031741074481190534,,0,0,0.0,0.0,0,,False
47,6,24.26,0.002785629107557445,,0,0,-0.0,0.0,0,,False
48,6,76.22,0.0014511721559917687,,0,0,0.0,0.0,0,,False
49,6,27.69,0.0016154914879046311,,0,0,0.0,0.0,0,,False
0,7,37.6,0.0013535727463124749,,0,0,0.0,0.0,0,,False
1,7,69.57,0.0022960746706254926,,0,0,-0.0,0.0,0,,False
2,7,64.89,0.0037120666770449045,,0,0,-0.0,0.0,0,,False
3,7,31.75,0.003866230947778403,,0,0,0.0,0.0,0,,False
4,7,61.81,0.00252738641660378,,0,0,-0.0,0.0,0,,False
5,7,28.29,0.0028815469324534214,,0,0,-0.0,0.0,0,,False
6,7,35.79,0.005270923814039426,,0,0,-0.0,0.0,0,,False
7,7,42.29,0.002184563984317012,,0,0,-0.0,0.0,0,,False
8,7,42.52,0.004607033807108674,,0,0,0.0,0.0,0,,False
9,7,66.53,0.00564416874104316,,0,0,-0.0,0.0,0,,False
10,7,27.46,0.007283371329358609,,0,0,0.0,0.0,1,,False
11,7,48.39,0.003035735048627849,,0,0,0.0,0.0,0,,False
12,7,27.57,0.00617985453461914,,0,0,-0.0,0.0,1,,False
13,7,52.36,0.0024666563845729714,,0,0,-0.0,0.0,0,,False
14,7,49.49,0.005477020493913379,,0,0,-0.0,0.0,0,,False
15,7,50.87,0.0009249941346559315,,0,0,0.0,0.0,0,,False
16,7,57.54,0.0032027414364759824,,0,0,-0.0,0.0,0,,False
17,7,28.12,0.0034605286598533304,,0,0,0.0,0.0,0,,False
18,7,35.8,0.004453801607854105,,0,0,-0.0,0.0,0,,False
19,7,32.96,0.0016394326947113973,,0,0,0.0,0.0,0,,False
20,7,47.95,0.0010392204743433374,,0,0,0.0,0.0,0,,False
21,7,32.33,0.002475245603516187,,0,0,-0.0,0.0,0,,False
22,7,72.0,0.004062850099829521,,0,0,-0.0,0.0,0,,False
23,7,66.54,0.003213150461988952,,0,0,0.0,0.0,0,,False
24,7,77.62,0.0018965220117768637,,0,0,-0.0,0.0,0,,False
25,7,53.36,0.003739043847846848,,0,0,-0.0,0.0,0,,False
26,7,37.15,0.0020629370637299466,,0,0,0.0,0.0,0,,False
27,7,27.0,0.004274699852378778,,0,0,0.0,0.0,0,,False
28,7,58.58,0.003983418353416254,,0,0,-0.0,0.0,0,,False
29,7,27.95,0.00697754093730852,,0,0,0.0,0.0,1,,False
30,7,29.61,0.0032131070204233147,,0,0,-0.0,0.0,0,,False
31,7,63.58,0.0017841181835616757,,0,0,-0.0,0.0,0,,False
32,7,41.61,0.003522797021402799,,0,0,0.0,0.0,0,,False
33,7,19.28,0.003968062929663636,,0,0,-0.0,0.0,0,,False
34,7,48.01,0.0019334335593445004,,0,0,-0.0,0.0,0,,False
35,7,45.48,0.002180425472285368,,0,0,-0.0,0.0,0,,False
36,7,64.94,0.003472602856733024,,0,0,-0.0,0.0,0,,False
37,7,59.2,0.005949130189235998,,0,0,-0.0,0.0,0,,False
38,7,69.37,0.0012398697623320816,,0,0,-0.0,0.0,0,,False
39,7,60.41,0.0015717550793505313,,0,0,-0.0,0.0,0,,False
40,7,75.69,0.0018982087019648278,,0,0,0.0,0.0,0,,False
41,7,41.08,0.0030689137297239513,,0,0,-0.0,0.0,0,,False
42,7,30.32,0.0026200331598041854,,0,0,-0.0,0.0,0,,False
43,7,37.48,0.00421264624479682,,0,0,0.0,0.0,0,,False
44,7,75.39,0.0009633535959251019,,0,0,-0.0,0.0,0,,False
45,7,28.43,0.0015466176403929849,,0,0,0.0,0.0,0,,False
46,7,76.42,0.0033931675690891533,,0,0,0.0,0.0,0,,False
47,7,24.36,0.002838895177822829,,0,0,0.0,0.0,0,,False
48,7,75.42,0.0020703926328605117,,0,0,-0.0,0.0,0,,False
49,7,27.52,0.0018392174192923291,,0,0,-0.0,0.0,0,,False
0,8,37.7,0.0014167425871257466,,0,0,0.0,0.0,0,,False
1,8,70.04,0.002475083442691383,,0,0,0.0,0.0,0,,False
2,8,65.13,0.00373034812956398,,0,0,0.0,0.0,0,,False
3,8,32.06,0.004101906061995817,,0,0,0.0,0.0,0,,False
4,8,61.48,0.002620103417665865,,0,0,-0.0,0.0,0,,False
5,8,27.9,0.0034679445427021763,,0,0,-0.0,0.0,0,,False
6,8,35.73,0.005272250276252999,,0,0,-0.0,0.0,0,,False
7,8,42.34,0.002195539513988311,,0,0,0.0,0.0,0,,False
8,8,42.86,0.00473739929295406,,0,0,0.0,0.0,0,,False
9,8,66.07,0.005720895871503059,,0,0,-0.0,0.0,0,,False
10,8,27.65,0.007340504774303418,,0,0,0.0,0.0,1,,False
11,8,48.45,0.0030390982109909535,,0,0,0.0,0.0,0,,False
12,8,27.15,0.006547576209098962,,0,0,-0.0,0.0,1,,False
13,8,52.09,0.0025690264746850064,,0,0,-0.0,0.0,0,,False
14,8,49.82,0.005556711685389856,,0,0,0.0,0.0,0,,False
15,8,51.3,0.0014948651993519375,,0,0,0.0,0.0,0,,False
16,8,57.62,0.003208425455598465,,0,0,0.0,0.0,0,,False
17,8,28.32,0.003577527175232185,,0,0,0.0,0.0,0,,False
18,8,35.85,0.004461784725799439,,0,0,0.0,0.0,0,,False
19,8,32.72,0.0019471320652821728,,0,0,-0.0,0.0,0,,False
20,8,48.17,0.0012269739227138382,,0,0,0.0,0.0,0,,False
21,8,31.94,0.0029409280959362006,,0,0,-0.0,0.0,0,,False
22,8,71.98,0.004061836968733167,,0,0,-0.0,0.0,0,,False
23,8,66.03,0.0033895902083835323,,0,0,-0.0,0.0,0,,False
24,8,77.45,0.0019276286555414601,,0,0,-0.0,0.0,0,,False
25,8,53.56,0.0037691642025136874,,0,0,0.0,0.0,0,,False
26,8,37.14,0.0020638232971223716,,0,0,-0.0,0.0,0,,False
27,8,26.44,0.005250102917504724,,0,0,-0.0,0.0,0,,False
28,8,58.38,0.004011663847539487,,0,0,-0.0,0.0,0,,False
29,8,28.1,0.007005659508474507,,0,0,0.0,0.0,1,,False
30,8,29.13,0.0038801995875426564,,0,0,-0.0,0.0,0,,False
31,8,64.11,0.0021500489323654248,,0,0,0.0,0.0,0,,False
32,8,41.01,0.004113551695096707,,0,0,-0.0,0.0,0,,False
33,8,19.35,0.004015068737413788,,0,0,0.0,0.0,0,,False
34,8,47.34,0.0027620121291462396,,0,0,-0.0,0.0,0,,False
